Rank,Finalworth,Category,Personname,Age,Birthyear,City,Source,Industries,Countryofcitizenship,Organization,Selfmade,Status,Gender,Title,State,Residencestateregion, CPI Country, CPI Change Country (%),GDP Country,Gross Tertiary Education Enrollment (%),Gross Primary Education Enrollment Country,Life Expectancy Country (%),Tax Revenue Country Country (%),Total Tax Rate Country (%),Population Country
878,3300,Construction & Engineering,Mohed Altrad,75,1948,Montpellier,"Scaffolding, cement mixers",Construction & Engineering,France,-,TRUE,D,M,-,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
878,3300,Finance & Investments,John Arnold,75,1948,Houston,Hedge funds,Finance & Investments,United States,Centaurus Advisors,TRUE,E,M,Founder,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Manufacturing,Bill Austin,49,1974,Brownsville,Hearing aids,Manufacturing,United States,-,TRUE,U,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Manufacturing,Chen Shibin,81,1942,Lianyungang,Quartz products,Manufacturing,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
878,3300,Food & Beverage,Bennett Dorrance,56,1966,Paradise Valley,Campbell Soup,Food & Beverage,United States,-,FALSE,U,M,-,Arizona,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Food & Beverage,Walter Faria,77,1946,Rio de Janeiro,Beer,Food & Beverage,Brazil,-,TRUE,E,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
878,3300,Automotive,Walter Frey,68,1955,Küsnacht,Car dealerships,Automotive,Switzerland,-,FALSE,U,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
878,3300,Technology,Fu Liquan & family,79,1943,Hangzhou,Surveillance equipment,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
878,3300,Real Estate,John Gandel,55,1967,Melbourne,Shopping malls,Real Estate,Australia,-,FALSE,E,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
878,3300,Construction & Engineering,Peter Gilgan,88,1934,Oakville,Homebuilding,Construction & Engineering,Canada,Mattamy Group Corp.,TRUE,U,M,"Founder, CEO and Chairman",-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
878,3300,Diversified,Kwek Leng Beng,72,1951,Singapore,Diversified,Diversified,Singapore,-,FALSE,U,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
878,3300,Finance & Investments,Pablo Legorreta,82,1941,Sag Harbor,Investments,Finance & Investments,United States,-,TRUE,D,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Media & Entertainment,Arnon Milchan,59,1963,Tel Aviv,Movie making,Media & Entertainment,Israel,-,TRUE,D,M,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
878,3300,Fashion & Retail,Akio Nitori,78,1944,Hokkaido,Home furnishings,Fashion & Retail,Japan,-,TRUE,D,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
878,3300,Metals & Mining,Julio Ponce Lerou,79,1944,Santiago,Fertilizer,Metals & Mining,Chile,-,TRUE,D,M,-,-,-,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80,18.2,34,18952038
878,3300,Finance & Investments,Rodger Riney & family,77,1945,St. Louis,Discount brokerage,Finance & Investments,United States,"Scottrade, Inc.",TRUE,D,M,Cofounder,Missouri,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Diversified,Phil Ruffin,77,1946,Las Vegas,"Casinos, real estate",Diversified,United States,-,TRUE,U,M,-,Nevada,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Telecom,Naguib Sawiris,88,1935,Cairo,Telecom,Telecom,Egypt,-,FALSE,D,M,-,-,-,288.57,9.2,"$303,175,127,598 ",35.2,106.3,71.8,12.5,44.4,100388073
878,3300,Finance & Investments,Neil Shen,68,1954,Hong Kong,Venture capital,Finance & Investments,Hong Kong,Sequoia China,TRUE,D,M,Investor,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
878,3300,Technology,Gil Shwed,55,1967,Tel Aviv,Software,Technology,Israel,-,TRUE,D,M,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
878,3300,Finance & Investments,Stephen Smith,54,1968,Toronto,Finance and investments,Finance & Investments,Canada,-,TRUE,U,M,-,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
878,3300,Finance & Investments,Nik Storonsky,71,1951,London,Fintech,Finance & Investments,United Kingdom,-,TRUE,D,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
878,3300,Finance & Investments,Jeffrey Talpins,38,1984,Larchmont,Hedge fund,Finance & Investments,United States,Element Capital Management,TRUE,U,M,Founder,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Finance & Investments,Carl Thoma,48,1975,Dallas,Investments,Finance & Investments,United States,-,TRUE,U,M,Investor,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Manufacturing,Todd Wanek,74,1948,St. Petersburg,Furniture,Manufacturing,United States,-,FALSE,D,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
878,3300,Manufacturing,Xue Hua,59,1964,Guangzhou,Agribusiness,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
878,3300,Fashion & Retail,Takao Yasuda,53,1971,Singapore,Retail,Fashion & Retail,Japan,-,TRUE,U,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
905,3200,Food & Beverage,Karen Virginia Beckmann Legoretta,73,1949,-,Tequila,Food & Beverage,Mexico,-,FALSE,U,F,-,-,-,-,-,-,-,-,-,-,-,-
905,3200,Fashion & Retail,Giuliana Benetton,53,1971,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,-,TRUE,U,F,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
905,3200,Fashion & Retail,Luciano Benetton,85,1937,Ponzano Veneto,"Fashion retail, investments",Fashion & Retail,Italy,-,TRUE,U,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
905,3200,Manufacturing,Arun Bharat Ram,87,1935,Delhi,Chemicals,Manufacturing,India,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
905,3200,Finance & Investments,Ron Burkle,82,1940,London,"Supermarkets, investments",Finance & Investments,United States,"The Yucaipa Companies, LLC",TRUE,U,M,Investor,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
905,3200,Manufacturing,Chen Kaixuan,70,1952,Guangzhou,Household chemicals,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
905,3200,Fashion & Retail,Brunello Cucinelli & family,64,1958,Solomeo,Fashion,Fashion & Retail,Italy,-,TRUE,U,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
905,3200,Manufacturing,Antonio Del Valle Ruiz & family,69,1953,Mexico City,Chemicals,Manufacturing,Mexico,-,TRUE,D,M,-,-,-,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024
905,3200,Healthcare,Gustavo Denegri & family,84,1938,torino,Biotech,Healthcare,Italy,-,TRUE,Split Family Fortune,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
905,3200,Automotive,Dong Jinggui,86,1937,Wuxi,Electric scooters,Automotive,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
905,3200,Media & Entertainment,Charles Ergen,46,1978,Denver,Satellite TV,Media & Entertainment,United States,DISH Network,TRUE,D,M,Founder and Chairman,Colorado,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Technology,David Filo,70,1953,Palo Alto,Yahoo,Technology,United States,Yahoo!,TRUE,D,M,Chief Yahoo,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Logistics,Lindsay Fox,56,1966,Melbourne,"Logistics, real estate",Logistics,Australia,-,TRUE,U,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
905,3200,Fashion & Retail,Sergei Galitsky,85,1937,Krasnodar,Retail,Fashion & Retail,Russia,-,TRUE,E,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
905,3200,Technology,Senapathy Gopalakrishnan,55,1967,Bangalore,Software services,Technology,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
905,3200,Fashion & Retail,Luciano Hang,67,1955,Brusque,Department stores,Fashion & Retail,Brazil,-,TRUE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
905,3200,Finance & Investments,Michael Hintze,60,1962,London,Investment,Finance & Investments,Australia,CQS LLP,TRUE,E,M,Founder,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
905,3200,Healthcare,Hu Baifan,69,1953,Shaoxing,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
905,3200,Finance & Investments,Hamilton James & family,60,1962,New York,Investments,Finance & Investments,United States,-,TRUE,U,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Technology,Lee Boo-jin,71,1951,Seoul,Samsung,Technology,South Korea,-,FALSE,D,F,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
905,3200,Manufacturing,Li Liangbin,52,1970,Xinyu,Lithium,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
905,3200,Manufacturing,Liang Feng,55,1967,Shanghai,Manufacturing,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
905,3200,Healthcare,Samir Mehta,54,1968,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,-,FALSE,U,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
905,3200,Healthcare,Sudhir Mehta,59,1963,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,-,FALSE,U,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
905,3200,Metals & Mining,Aristotelis Mistakidis,68,1954,Zug,"Mining, commodities",Metals & Mining,Greece,-,TRUE,D,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
905,3200,Real Estate,Geoffrey Palmer,61,1961,Beverly Hills,Real estate,Real Estate,United States,-,FALSE,N,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Automotive,Roger Penske,72,1950,Birmingham,Cars,Automotive,United States,-,TRUE,U,M,-,Michigan,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Construction & Engineering,Ravi Pillai,86,1937,Dubai,Construction,Construction & Engineering,India,-,TRUE,U,M,-,-,-,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529
905,3200,Finance & Investments,David Rubenstein,69,1953,Bethesda,Private equity,Finance & Investments,United States,Carlyle Group,TRUE,D,M,Cofounder and Co-executive Chairman,Maryland,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Food & Beverage,Hilton Schlosberg,73,1949,Irvine,Energy drinks,Food & Beverage,United Kingdom,-,TRUE,U,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Service,Klaus-Peter Schulenberg,70,1953,Bremen,Ticketing service,Service,Germany,-,TRUE,U,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
905,3200,Energy,Lynn Schusterman & family,71,1951,Tulsa,"Oil & gas, investments",Energy,United States,-,FALSE,D,F,-,Oklahoma,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Manufacturing,Isabella Seràgnoli,84,1939,Bologna,Packaging,Manufacturing,Italy,-,FALSE,U,F,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
905,3200,Fashion & Retail,Shen Guojun,77,1945,Beijing,Retail,Fashion & Retail,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
905,3200,Finance & Investments,Warren Stephens,60,1962,Little Rock,Investment banking,Finance & Investments,United States,-,FALSE,U,M,-,Arkansas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Healthcare,Pat Stryker,66,1957,Fort Collins,Medical equipment,Healthcare,United States,-,FALSE,U,F,-,Colorado,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Logistics,Roman Trotsenko,66,1956,Moscow,"Transport, engineering, real estate",Logistics,Russia,-,TRUE,R,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
905,3200,Technology,Harald Tschira,52,1970,Heidelberg,Software,Technology,Germany,-,FALSE,Split Family Fortune,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
905,3200,Technology,Udo Tschira,48,1974,Wiesloch,Software,Technology,Germany,-,FALSE,Split Family Fortune,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
905,3200,Finance & Investments,Vincent Viola,53,1969,New York,Electronic trading,Finance & Investments,United States,-,TRUE,D,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Food & Beverage,Wu Shaoxun,67,1956,Daye,Wine,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
905,3200,Gambling & Casinos,Steve Wynn,67,1956,Palm Beach,"Casinos, hotels",Gambling & Casinos,United States,Wynn Resorts,TRUE,D,M,Cofounder,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Gambling & Casinos,Jon Yarbrough,81,1942,Franklin,Video games,Gambling & Casinos,United States,-,TRUE,U,M,-,Tennessee,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
905,3200,Manufacturing,Zhou Bajin,65,1957,Changzhou,Auto parts,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
949,3100,Manufacturing,Cho Tak Wong,87,1935,Fuqing,Auto parts,Manufacturing,Hong Kong,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
949,3100,Gambling & Casinos,John Coates,76,1946,Stoke-On-Trent,Online gambling,Gambling & Casinos,United Kingdom,-,TRUE,U,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
949,3100,Finance & Investments,Ryan Cohen,53,1970,Bal Harbour,Investments,Finance & Investments,Canada,-,TRUE,U,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Food & Beverage,Deng Wen,37,1985,Chengdu,Flavorings,Food & Beverage,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
949,3100,Manufacturing,Gurbachan Singh Dhingra,55,1968,Delhi,Paints,Manufacturing,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
949,3100,Manufacturing,Kuldip Singh Dhingra,72,1950,Delhi,Paints,Manufacturing,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
949,3100,Finance & Investments,Martin Ebner,75,1947,Wilen,Investments,Finance & Investments,Switzerland,-,TRUE,D,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
949,3100,Manufacturing,Charles Edelstenne,77,1945,Paris,Aviation,Manufacturing,France,-,TRUE,D,M,-,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
949,3100,Real Estate,Sergei Gordeev,85,1938,Moscow,Real estate,Real Estate,Russia,-,TRUE,U,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
949,3100,Media & Entertainment,Jeff T. Green,50,1972,Newbury Park,Digital advertising,Media & Entertainment,United States,-,TRUE,D,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Technology,Reed Hastings,46,1977,Santa Cruz,Netflix,Technology,United States,Netflix,TRUE,D,M,CEO,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Service,Bertil Hult,62,1960,Lucerne,Education,Service,Sweden,-,TRUE,D,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
949,3100,Fashion & Retail,Miguel Krigsner,82,1941,Sao Jose dos Pinhais,Cosmetics,Fashion & Retail,Brazil,-,TRUE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
949,3100,Manufacturing,Kuok Khoon Hong,73,1950,Singapore,Palm oil,Manufacturing,Singapore,-,FALSE,D,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
949,3100,Fashion & Retail,Aerin Lauder,73,1950,New York,Estee Lauder,Fashion & Retail,United States,-,FALSE,D,F,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Food & Beverage,Sheldon Lavin,52,1970,Highland Park,Meat processing,Food & Beverage,United States,-,TRUE,U,M,-,Illinois,-,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Manufacturing,Yin Yee Lee,90,1932,Hong Kong,Glass,Manufacturing,China,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
949,3100,Manufacturing,Vladimir Litvinenko & family,71,1952,Saint Petersburg,Chemical industry,Manufacturing,Russia,-,TRUE,R,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
949,3100,Metals & Mining,Daniel Mate,67,1955,Kanton Schwyz,"Mining, commodities",Metals & Mining,Spain,-,TRUE,D,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
949,3100,Fashion & Retail,Ravi Modi,59,1963,Kolkata,Readymade garments,Fashion & Retail,India,-,TRUE,U,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
949,3100,Diversified,Farhad Moshiri,46,1977,Monaco,Diversified,Diversified,United Kingdom,-,TRUE,U,M,-,-,-,-,-,"$7,184,844,193 ",-,-,-,-,-,38964
949,3100,Finance & Investments,Jonathan Nelson,67,1955,Providence,Private equity,Finance & Investments,United States,Providence Equity Partners,TRUE,U,M,Executive Chairman ,Rhode Island,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Real Estate,Or Wai Sheun,66,1956,Hong Kong,Real estate,Real Estate,Hong Kong,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
949,3100,Real Estate,Katharina Otto-Bernstein,71,1951,New York,Real estate,Real Estate,Germany,-,FALSE,D,F,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Finance & Investments,Sergei Popov,59,1964,-,Banking,Finance & Investments,Russia,-,TRUE,E,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
949,3100,Finance & Investments,Penny Pritzker,51,1971,Chicago,"Hotels, investments",Finance & Investments,United States,Inspired Capital,FALSE,D,F,Cofounder,Illinois,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Diversified,Theodore Rachmat,63,1959,Jakarta,Diversified,Diversified,Indonesia,-,FALSE,D,M,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
949,3100,Fashion & Retail,Renzo Rosso & family,79,1943,Bassano del Grappa,Fashion,Fashion & Retail,Italy,-,TRUE,D,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
949,3100,Media & Entertainment,Friede Springer,67,1955,Berlin,Publishing,Media & Entertainment,Germany,-,FALSE,D,F,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
949,3100,Real Estate,Rita Tong Liu,80,1942,Hong Kong,Real estate,Real Estate,Hong Kong,-,TRUE,D,F,-,-,-,-,-,-,-,-,-,-,-,-
949,3100,Finance & Investments,Timur Turlov,74,1948,Almaty,Stock brokerage,Finance & Investments,Kazakhstan,-,TRUE,U,M,-,-,-,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930
949,3100,Fashion & Retail,Frank VanderSloot,35,1987,Idaho Falls,"Nutrition, wellness products",Fashion & Retail,United States,-,TRUE,U,M,-,Idaho,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
949,3100,Media & Entertainment,Yoo Jung-hyun,74,1948,Jeju-do,Online games,Media & Entertainment,South Korea,-,TRUE,U,F,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
982,3000,Diversified,Abdulla bin Ahmad Al Ghurair & family,53,1969,Dubai,Diversified,Diversified,United Arab Emirates,-,FALSE,U,M,Athlete,-,-,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529
982,3000,Diversified,Semahat Sevim Arsel,95,1929,Istanbul,Diversified,Diversified,Turkey,-,FALSE,U,F,-,-,-,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615
982,3000,Real Estate,Nicolas Berggruen,94,1928,Beverly Hills,"Real estate, investments",Real Estate,United States,-,FALSE,U,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
982,3000,Energy,George Bishop,61,1961,The Woodlands,Oil & gas,Energy,United States,-,TRUE,U,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
982,3000,Automotive,Norman Braman,85,1937,Miami,"Art, car dealerships",Automotive,United States,-,TRUE,U,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
982,3000,Technology,Eva Maria Bucher-Haefner,90,1932,Zurich,"Software, investments",Technology,Switzerland,-,FALSE,E,F,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
982,3000,Healthcare,Cai Dongchen,66,1957,Luancheng,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
982,3000,Food & Beverage,Jean-Pierre Cayard,70,1953,Paris,Spirits,Food & Beverage,France,-,FALSE,U,M,-,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
982,3000,Real Estate,Chan Tan Ching-fen,80,1943,Hong Kong,Real estate,Real Estate,Hong Kong,-,FALSE,D,F,-,-,-,-,-,-,-,-,-,-,-,-
982,3000,Fashion & Retail,Todd Christopher, -, -,Clearwater,Hair care products,Fashion & Retail,United States,-,TRUE,E,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
982,3000,Real Estate,Mang Yee Chu & family,60,1962,Guangzhou,Real estate,Real Estate,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
982,3000,Finance & Investments,"William Conway, Jr.",63,1960,McLean,Private equity,Finance & Investments,United States,Carlyle Group,TRUE,D,M,Co-Chief Executive Officer and Co-founder,Virginia,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
982,3000,Fashion & Retail,Jean Coutu & family,73,1949,Montreal,Drugstores,Fashion & Retail,Canada,Jean Coutu Group (PJC) Inc. (Cl A),TRUE,D,M,Chairman,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
